caller_id,location,category,subcategory,u_symptom,priority,assignment_group
5278,143,53,174,491,3,Group 70
5278,143,53,174,491,3,Group 70
5282,161,53,174,491,3,Group 70
5282,161,53,174,491,3,Group 70
5291,204,53,174,491,3,Group 70
5291,204,53,174,491,3,Group 70
5306,143,53,174,491,3,Group 28
5306,143,53,174,491,3,Group 28
5310,161,53,174,491,3,Group 70
5310,161,53,174,491,3,Group 70
5317,161,53,174,491,3,Group 70
5317,161,53,174,491,3,Group 70
5331,204,53,174,491,3,Group 25
5331,204,53,174,491,3,Group 25
5336,96,53,174,491,3,Group 70
5336,96,53,174,491,3,Group 70
5352,108,53,174,491,3,Group 27
5352,108,53,174,491,3,Group 27
5359,143,53,174,491,3,Group 28
5359,143,53,174,491,3,Group 28
5362,108,53,174,491,3,Group 27
5362,108,53,174,491,3,Group 27
5385,108,53,174,491,3,Group 27
5385,108,53,174,491,3,Group 27
5402,93,53,174,491,3,Group 23
5402,93,53,174,491,3,Group 23
5402,93,53,174,491,3,Group 23
5402,93,53,174,491,3,Group 23
5402,93,53,174,491,3,Group 70
5402,93,53,174,491,3,Group 70
5402,93,53,174,491,3,Group 70
5402,93,53,174,491,3,Group 70
5412,51,53,174,491,3,Group 70
5412,51,53,174,491,3,Group 70
5419,46,53,174,491,3,Group 70
5419,46,53,174,491,3,Group 70
5427,93,53,174,491,3,Group 70
5427,93,53,174,491,3,Group 70
5428,93,53,174,491,3,Group 70
5428,93,53,174,491,3,Group 70
5431,51,53,174,491,3,Group 12
5431,51,53,174,491,3,Group 12
5434,204,53,174,491,3,Group 25
5434,204,53,174,491,3,Group 25
5450,143,53,174,491,3,Group 70
5450,143,53,174,491,3,Group 70
5486,161,53,174,491,3,Group 24
5486,161,53,174,491,3,Group 24
5486,204,53,174,491,3,Group 24
5486,204,53,174,491,3,Group 24
5516,108,53,174,491,3,Group 70
5516,108,53,174,491,3,Group 70
5533,41,53,174,491,3,Group 70
5533,41,53,174,491,3,Group 70
5555,204,53,174,491,3,Group 25
5555,204,53,174,491,3,Group 25
5555,204,53,174,491,3,Group 25
5555,204,53,174,491,3,Group 25
5555,204,53,174,491,3,Group 70
5555,204,53,174,491,3,Group 70
5588,204,53,174,491,3,Group 70
5588,204,53,174,491,3,Group 70
5597,204,53,174,491,3,Group 25
5597,204,53,174,491,3,Group 25
5616,161,53,174,491,3,Group 24
5616,161,53,174,491,3,Group 24
5623,204,53,174,491,3,Group 20
5623,204,53,174,491,3,Group 20
5633,161,53,174,491,3,Group 70
5633,161,53,174,491,3,Group 70
5642,204,53,174,491,3,Group 23
5642,204,53,174,491,3,Group 23
236,204,57,174,491,3,Group 25
236,204,57,174,491,3,Group 25
236,204,57,174,491,3,Group 25
236,204,57,174,491,3,Group 25
236,204,57,174,491,3,Group 58
236,204,57,174,491,3,Group 58
291,161,57,174,491,3,Group 33
291,161,57,174,491,3,Group 33
298,143,57,174,491,3,Group 65
298,143,57,174,491,3,Group 65
904,161,57,174,491,3,Group 24
904,161,57,174,491,3,Group 24
916,93,57,174,491,3,Group 23
916,93,57,174,491,3,Group 23
962,40,57,174,491,3,Group 70
962,40,57,174,491,3,Group 70
1054,143,57,174,491,3,Group 56
1054,143,57,174,491,3,Group 56
1135,93,57,174,491,3,Group 70
1135,93,57,174,491,3,Group 70
1181,40,57,174,491,3,Group 12
1181,40,57,174,491,3,Group 12
1193,108,57,174,491,3,Group 27
1193,108,57,174,491,3,Group 27
1263,143,57,174,491,3,Group 23
1263,143,57,174,491,3,Group 23
1531,204,57,174,491,3,Group 20
1531,204,57,174,491,3,Group 20
1667,143,57,174,491,3,Group 70
1667,143,57,174,491,3,Group 70
1679,161,57,174,491,3,Group 24
1679,161,57,174,491,3,Group 24
1905,71,57,174,491,3,Group 70
1905,71,57,174,491,3,Group 70
2037,108,57,174,491,3,Group 70
2037,108,57,174,491,3,Group 70
2132,39,57,174,491,3,Group 23
2132,39,57,174,491,3,Group 23
2134,108,57,174,491,3,Group 70
2134,108,57,174,491,3,Group 70
2146,93,57,174,491,3,Group 70
2146,93,57,174,491,3,Group 70
2336,143,57,174,491,3,Group 70
2336,143,57,174,491,3,Group 70
2635,143,57,174,491,3,Group 70
2635,143,57,174,491,3,Group 70
2699,108,57,174,491,3,Group 66
2699,108,57,174,491,3,Group 66
2939,143,57,174,491,3,Group 28
2939,143,57,174,491,3,Group 28
3039,93,57,174,491,3,Group 23
3039,93,57,174,491,3,Group 23
3051,55,57,174,491,3,Group 70
3051,55,57,174,491,3,Group 70
3141,204,57,174,491,3,Group 58
3141,204,57,174,491,3,Group 58
3182,43,57,174,491,3,Group 23
3182,43,57,174,491,3,Group 23
3659,143,57,174,491,3,Group 28
3659,143,57,174,491,3,Group 28
3659,143,57,174,491,3,Group 70
3659,143,57,174,491,3,Group 70
3718,46,57,174,491,3,Group 29
3718,46,57,174,491,3,Group 29
3803,136,57,174,491,3,Group 28
3803,136,57,174,491,3,Group 28
3956,161,57,174,491,3,Group 24
3956,161,57,174,491,3,Group 24
4021,204,57,174,491,3,Group 25
4021,204,57,174,491,3,Group 25
4027,204,57,174,491,3,Group 25
4027,204,57,174,491,3,Group 25
4027,204,57,174,491,3,Group 25
4126,143,57,174,491,3,Group 56
4126,143,57,174,491,3,Group 56
4201,204,57,174,491,3,Group 70
4201,204,57,174,491,3,Group 70
4295,204,57,174,491,3,Group 70
4295,204,57,174,491,3,Group 70
4375,108,57,174,491,3,Group 70
4375,108,57,174,491,3,Group 70
4533,55,57,174,491,3,Group 12
4533,55,57,174,491,3,Group 12
4559,143,57,174,491,3,Group 51
4559,143,57,174,491,3,Group 51
4650,204,57,174,491,3,Group 70
4650,204,57,174,491,3,Group 70
4667,143,57,174,491,3,Group 28
4667,143,57,174,491,3,Group 28
4725,161,57,174,491,3,Group 70
4725,161,57,174,491,3,Group 70
4797,204,57,174,491,3,Group 25
4797,204,57,174,491,3,Group 25
4838,143,57,174,491,3,Group 28
4838,143,57,174,491,3,Group 28
5063,143,57,174,491,3,Group 70
5063,143,57,174,491,3,Group 70
5295,143,57,174,491,3,Group 70
5295,143,57,174,491,3,Group 70
5422,143,57,174,491,3,Group 28
5422,143,57,174,491,3,Group 28
5491,38,57,174,491,3,Group 70
5491,38,57,174,491,3,Group 70
5596,51,57,174,491,3,Group 70
5596,51,57,174,491,3,Group 70
26,55,61,174,491,3,Group 73
26,55,61,174,491,3,Group 73
108,108,61,174,491,3,Group 73
108,108,61,174,491,3,Group 73
200,96,61,174,491,3,Group 73
200,96,61,174,491,3,Group 73
377,204,61,174,491,3,Group 70
377,204,61,174,491,3,Group 70
658,8,61,174,491,3,Group 73
658,8,61,174,491,3,Group 73
763,143,61,174,491,3,Group 70
763,143,61,174,491,3,Group 70
981,161,61,174,491,3,Group 73
981,161,61,174,491,3,Group 73
1237,108,61,174,491,3,Group 73
1237,108,61,174,491,3,Group 73
1301,108,61,174,491,3,Group 73
1301,108,61,174,491,3,Group 73
1353,204,61,174,491,3,Group 73
1353,204,61,174,491,3,Group 73
1498,108,61,174,491,3,Group 73
1498,108,61,174,491,3,Group 73
1607,33,61,174,491,3,Group 73
1607,33,61,174,491,3,Group 73
1840,143,61,174,491,3,Group 74
1840,143,61,174,491,3,Group 74
1847,161,61,174,491,3,Group 73
1847,161,61,174,491,3,Group 73
1847,161,61,174,491,3,Group 73
1848,45,61,174,491,3,Group 73
1848,45,61,174,491,3,Group 73
1887,51,61,174,491,3,Group 73
1887,51,61,174,491,3,Group 73
1932,93,61,174,491,3,Group 74
1932,93,61,174,491,3,Group 74
1998,43,61,174,491,3,Group 12
1998,43,61,174,491,3,Group 12
2132,39,61,174,491,3,Group 72
2132,39,61,174,491,3,Group 72
2193,196,61,174,491,3,Group 70
2193,196,61,174,491,3,Group 70
2282,51,61,174,491,3,Group 72
2282,51,61,174,491,3,Group 72
2282,51,61,174,491,3,Group 73
2282,51,61,174,491,3,Group 73
2377,43,61,174,491,3,Group 72
2377,43,61,174,491,3,Group 72
2377,43,61,174,491,3,Group 73
2377,43,61,174,491,3,Group 73
2539,35,61,174,491,3,Group 70
2539,35,61,174,491,3,Group 70
2550,93,61,174,491,3,Group 75
2550,93,61,174,491,3,Group 75
3062,37,61,174,491,3,Group 73
3062,37,61,174,491,3,Group 73
3302,97,61,174,491,3,Group 70
3302,97,61,174,491,3,Group 70
3467,108,61,174,491,3,Group 73
3467,108,61,174,491,3,Group 73
3724,143,61,174,491,3,Group 75
3724,143,61,174,491,3,Group 75
3808,199,61,174,491,3,Group 72
3808,199,61,174,491,3,Group 72
3830,35,61,174,491,3,Group 73
3830,35,61,174,491,3,Group 73
3898,51,61,174,491,3,Group 72
3898,51,61,174,491,3,Group 72
4041,128,61,174,491,3,Group 73
4041,128,61,174,491,3,Group 73
4103,204,61,174,491,3,Group 25
4103,204,61,174,491,3,Group 25
4137,69,61,174,491,3,Group 75
4137,69,61,174,491,3,Group 75
4536,46,61,174,491,3,Group 73
4536,46,61,174,491,3,Group 73
4592,204,61,174,491,3,Group 70
4592,204,61,174,491,3,Group 70
4734,43,61,174,491,3,Group 73
4734,43,61,174,491,3,Group 73
4779,204,61,174,491,3,Group 73
4779,204,61,174,491,3,Group 73
4782,108,61,174,491,3,Group 73
4782,108,61,174,491,3,Group 73
4793,204,61,174,491,3,Group 73
4793,204,61,174,491,3,Group 73
4905,204,61,174,491,3,Group 25
4905,204,61,174,491,3,Group 25
5048,229,61,174,491,3,Group 70
5048,229,61,174,491,3,Group 70
5148,51,61,174,491,3,Group 12
5148,51,61,174,491,3,Group 12
5162,108,61,174,491,3,Group 73
5162,108,61,174,491,3,Group 73
5344,41,61,174,491,3,Group 73
5344,41,61,174,491,3,Group 73
5431,51,61,174,491,3,Group 73
5431,51,61,174,491,3,Group 73
2632,161,62,174,491,3,Group 75
2632,161,62,174,491,3,Group 75
866,204,63,174,491,3,Group 25
866,204,63,174,491,3,Group 25
3987,161,63,174,491,3,Group 73
3987,161,63,174,491,3,Group 73
4527,93,53,172,491,3,Group 56
4527,93,53,172,491,3,Group 56
132,161,57,170,491,3,Group 24
132,161,57,170,491,3,Group 24
132,161,57,170,491,3,Group 24
132,161,57,170,491,3,Group 24
150,55,57,170,491,3,Group 65
150,55,57,170,491,3,Group 65
150,55,57,170,491,3,Group 70
150,55,57,170,491,3,Group 70
219,161,57,170,491,3,Group 24
219,161,57,170,491,3,Group 24
249,204,57,170,491,3,Group 65
249,204,57,170,491,3,Group 65
251,204,57,170,491,3,Group 65
251,204,57,170,491,3,Group 65
420,204,57,170,491,3,Group 70
420,204,57,170,491,3,Group 70
424,143,57,170,491,3,Group 65
424,143,57,170,491,3,Group 65
439,143,57,170,491,3,Group 56
439,143,57,170,491,3,Group 56
481,143,57,170,491,3,Group 51
481,143,57,170,491,3,Group 51
942,161,57,170,491,3,Group 24
942,161,57,170,491,3,Group 24
988,204,57,170,491,3,Group 25
988,204,57,170,491,3,Group 25
1069,161,57,170,491,3,Group 65
1069,161,57,170,491,3,Group 65
1207,143,57,170,491,3,Group 70
1207,143,57,170,491,3,Group 70
1278,54,57,170,491,3,Group 65
1278,54,57,170,491,3,Group 65
1278,54,57,170,491,3,Group 65
1278,54,57,170,491,3,Group 65
1296,143,57,170,491,3,Group 70
1296,143,57,170,491,3,Group 70
1307,93,57,170,491,3,Group 56
1307,93,57,170,491,3,Group 56
1427,161,57,170,491,3,Group 70
1427,161,57,170,491,3,Group 70
1448,204,57,170,491,3,Group 70
1448,204,57,170,491,3,Group 70
1453,143,57,170,491,3,Group 65
1453,143,57,170,491,3,Group 65
1537,108,57,170,491,3,Group 27
1537,108,57,170,491,3,Group 27
1600,161,57,170,491,3,Group 24
1600,161,57,170,491,3,Group 24
1797,161,57,170,491,3,Group 65
1797,161,57,170,491,3,Group 65
1813,204,57,170,491,3,Group 65
1813,204,57,170,491,3,Group 65
2279,143,57,170,491,3,Group 65
2279,143,57,170,491,3,Group 65
2418,179,57,170,491,3,Group 65
2418,179,57,170,491,3,Group 65
2418,179,57,170,491,3,Group 65
2418,179,57,170,491,3,Group 65
2471,204,57,170,491,3,Group 65
2471,204,57,170,491,3,Group 65
2495,161,57,170,491,3,Group 24
2495,161,57,170,491,3,Group 24
2515,161,57,170,491,3,Group 24
2515,161,57,170,491,3,Group 24
2560,204,57,170,491,3,Group 25
2560,204,57,170,491,3,Group 25
2759,161,57,170,491,3,Group 24
2759,161,57,170,491,3,Group 24
2759,161,57,170,491,3,Group 24
2759,161,57,170,491,3,Group 24
2759,161,57,170,491,3,Group 24
2759,161,57,170,491,3,Group 24
2759,161,57,170,491,3,Group 24
2759,161,57,170,491,3,Group 24
2759,161,57,170,491,3,Group 70
2759,161,57,170,491,3,Group 70
2984,204,57,170,491,3,Group 65
2984,204,57,170,491,3,Group 65
3160,204,57,170,491,3,Group 65
3160,204,57,170,491,3,Group 65
3243,161,57,170,491,3,Group 24
3243,161,57,170,491,3,Group 24
3243,161,57,170,491,3,Group 24
3243,161,57,170,491,3,Group 24
3284,204,57,170,491,3,Group 65
3284,204,57,170,491,3,Group 65
3490,204,57,170,491,3,Group 56
3490,204,57,170,491,3,Group 56
3609,179,57,170,491,3,Group 56
3609,179,57,170,491,3,Group 56
3867,161,57,170,491,3,Group 70
3867,161,57,170,491,3,Group 70
3882,204,57,170,491,3,Group 56
3882,204,57,170,491,3,Group 56
3912,161,57,170,491,3,Group 70
3912,161,57,170,491,3,Group 70
4094,204,57,170,491,3,Group 70
4094,204,57,170,491,3,Group 70
4094,204,57,170,491,3,Group 70
4281,161,57,170,491,3,Group 24
4281,161,57,170,491,3,Group 24
4391,111,57,170,491,3,Group 65
4391,111,57,170,491,3,Group 65
4605,204,57,170,491,3,Group 70
4605,204,57,170,491,3,Group 70
4612,204,57,170,491,3,Group 70
4612,204,57,170,491,3,Group 70
4733,56,57,170,491,3,Group 65
4733,56,57,170,491,3,Group 65
4918,161,57,170,491,3,Group 24
4918,161,57,170,491,3,Group 24
4989,204,57,170,491,3,Group 65
4989,204,57,170,491,3,Group 65
5091,161,57,170,491,3,Group 24
5091,161,57,170,491,3,Group 24
5209,161,57,170,491,3,Group 70
5209,161,57,170,491,3,Group 70
5274,143,57,170,491,3,Group 70
5274,143,57,170,491,3,Group 70
5282,161,57,170,491,3,Group 65
5282,161,57,170,491,3,Group 65
5291,204,57,170,491,3,Group 70
5291,204,57,170,491,3,Group 70
5317,161,57,170,491,3,Group 65
5317,161,57,170,491,3,Group 65
5346,143,57,170,491,3,Group 70
5346,143,57,170,491,3,Group 70
5424,161,57,170,491,3,Group 24
5424,161,57,170,491,3,Group 24
5446,161,57,170,491,3,Group 24
5446,161,57,170,491,3,Group 24
371,204,53,168,491,3,Group 70
371,204,53,168,491,3,Group 70
708,108,53,168,491,3,Group 70
708,108,53,168,491,3,Group 70
821,204,53,168,491,3,Group 70
821,204,53,168,491,3,Group 70
1310,143,53,168,491,3,Group 70
1310,143,53,168,491,3,Group 70
1441,179,53,168,491,3,Group 70
1441,179,53,168,491,3,Group 70
1554,143,53,168,491,3,Group 70
1554,143,53,168,491,3,Group 70
1572,161,53,168,491,3,Group 70
1572,161,53,168,491,3,Group 70
2231,204,53,168,491,3,Group 70
2231,204,53,168,491,3,Group 70
2275,51,53,168,491,3,Group 30
2275,51,53,168,491,3,Group 30
4100,143,53,168,491,3,Group 70
4100,143,53,168,491,3,Group 70
5237,204,53,168,491,3,Group 70
5237,204,53,168,491,3,Group 70
5626,165,53,168,491,3,Group 70
5626,165,53,168,491,3,Group 70
61,204,9,164,491,3,Group 25
61,204,9,164,491,3,Group 25
77,161,9,164,491,3,Group 24
77,161,9,164,491,3,Group 24
84,51,9,164,491,3,Group 30
84,51,9,164,491,3,Group 30
84,51,9,164,491,3,Group 30
84,51,9,164,491,3,Group 30
213,143,9,164,491,3,Group 28
213,143,9,164,491,3,Group 28
450,204,9,164,491,3,Group 25
450,204,9,164,491,3,Group 25
469,204,9,164,491,3,Group 25
469,204,9,164,491,3,Group 25
529,37,9,164,491,3,Group 29
529,37,9,164,491,3,Group 29
543,143,9,164,491,3,Group 28
543,143,9,164,491,3,Group 28
615,161,9,164,491,3,Group 24
615,161,9,164,491,3,Group 24
865,204,9,164,491,3,Group 25
865,204,9,164,491,3,Group 25
894,111,9,164,491,3,Group 25
894,111,9,164,491,3,Group 25
934,111,9,164,491,3,Group 25
934,111,9,164,491,3,Group 25
945,143,9,164,491,3,Group 70
945,143,9,164,491,3,Group 70
969,96,9,164,491,3,Group 70
969,96,9,164,491,3,Group 70
992,108,9,164,491,3,Group 27
992,108,9,164,491,3,Group 27
1058,108,9,164,491,3,Group 27
1058,108,9,164,491,3,Group 27
1062,161,9,164,491,3,Group 24
1062,161,9,164,491,3,Group 24
1218,161,9,164,491,3,Group 70
1218,161,9,164,491,3,Group 70
1231,210,9,164,491,3,Group 25
1231,210,9,164,491,3,Group 25
1607,33,9,164,491,3,Group 29
1607,33,9,164,491,3,Group 29
1659,143,9,164,491,3,Group 28
1659,143,9,164,491,3,Group 28
1669,51,9,164,491,3,Group 30
1669,51,9,164,491,3,Group 30
1685,204,9,164,491,3,Group 70
1685,204,9,164,491,3,Group 70
1714,51,9,164,491,3,Group 30
1714,51,9,164,491,3,Group 30
1732,204,9,164,491,3,Group 25
1732,204,9,164,491,3,Group 25
1824,51,9,164,491,3,Group 30
1824,51,9,164,491,3,Group 30
1855,161,9,164,491,3,Group 24
1855,161,9,164,491,3,Group 24
2011,161,9,164,491,3,Group 24
2011,161,9,164,491,3,Group 24
2011,161,9,164,491,3,Group 24
2011,161,9,164,491,3,Group 24
2237,161,9,164,491,3,Group 24
2237,161,9,164,491,3,Group 24
2258,128,9,164,491,3,Group 27
2258,128,9,164,491,3,Group 27
2321,208,9,164,491,3,Group 70
2321,208,9,164,491,3,Group 70
2429,46,9,164,491,3,Group 29
2429,46,9,164,491,3,Group 29
2435,161,9,164,491,3,Group 24
2435,161,9,164,491,3,Group 24
2535,44,9,164,491,3,Group 29
2535,44,9,164,491,3,Group 29
2735,108,9,164,491,3,Group 70
2735,108,9,164,491,3,Group 70
2783,204,9,164,491,3,Group 25
2783,204,9,164,491,3,Group 25
2972,51,9,164,491,3,Group 30
2972,51,9,164,491,3,Group 30
3081,161,9,164,491,3,Group 24
3081,161,9,164,491,3,Group 24
3081,161,9,164,491,3,Group 24
3081,161,9,164,491,3,Group 24
3081,161,9,164,491,3,Group 24
3081,161,9,164,491,3,Group 24
3081,161,9,164,491,3,Group 24
3081,161,9,164,491,3,Group 24
3081,161,9,164,491,3,Group 24
3081,161,9,164,491,3,Group 24
3081,161,9,164,491,3,Group 24
3081,161,9,164,491,3,Group 24
3134,204,9,164,491,3,Group 25
3134,204,9,164,491,3,Group 25
3163,43,9,164,491,3,Group 29
3163,43,9,164,491,3,Group 29
3171,161,9,164,491,3,Group 20
3171,161,9,164,491,3,Group 20
3171,161,9,164,491,3,Group 24
3171,161,9,164,491,3,Group 24
3214,204,9,164,491,3,Group 25
3214,204,9,164,491,3,Group 25
3279,161,9,164,491,3,Group 24
3279,161,9,164,491,3,Group 24
3381,108,9,164,491,3,Group 27
3381,108,9,164,491,3,Group 27
3394,51,9,164,491,3,Group 30
3394,51,9,164,491,3,Group 30
3494,108,9,164,491,3,Group 27
3494,108,9,164,491,3,Group 27
3502,204,9,164,491,3,Group 25
3502,204,9,164,491,3,Group 25
3653,161,9,164,491,3,Group 24
3653,161,9,164,491,3,Group 24
3719,143,9,164,491,3,Group 28
3719,143,9,164,491,3,Group 28
3754,41,9,164,491,3,Group 29
3754,41,9,164,491,3,Group 29
3814,108,9,164,491,3,Group 27
3814,108,9,164,491,3,Group 27
3840,161,9,164,491,3,Group 24
3840,161,9,164,491,3,Group 24
3909,143,9,164,491,3,Group 28
3909,143,9,164,491,3,Group 28
3946,8,9,164,491,3,Group 27
3946,8,9,164,491,3,Group 27
3964,43,9,164,491,3,Group 29
3964,43,9,164,491,3,Group 29
3969,17,9,164,491,3,Group 70
3969,17,9,164,491,3,Group 70
4013,161,9,164,491,3,Group 24
4013,161,9,164,491,3,Group 24
4055,108,9,164,491,3,Group 9
4055,108,9,164,491,3,Group 9
4063,161,9,164,491,3,Group 24
4063,161,9,164,491,3,Group 24
4145,204,9,164,491,3,Group 25
4145,204,9,164,491,3,Group 25
4279,93,9,164,491,3,Group 23
4279,93,9,164,491,3,Group 23
4326,8,9,164,491,3,Group 27
4326,8,9,164,491,3,Group 27
4326,59,9,164,491,3,Group 70
4326,59,9,164,491,3,Group 70
4475,108,9,164,491,3,Group 27
4475,108,9,164,491,3,Group 27
4559,143,9,164,491,3,Group 28
4559,143,9,164,491,3,Group 28
4559,143,9,164,491,3,Group 28
4559,143,9,164,491,3,Group 28
4559,143,9,164,491,3,Group 70
4559,143,9,164,491,3,Group 70
4601,204,9,164,491,3,Group 25
4601,204,9,164,491,3,Group 25
4767,108,9,164,491,3,Group 27
4767,108,9,164,491,3,Group 27
4813,108,9,164,491,3,Group 27
4813,108,9,164,491,3,Group 27
5004,161,9,164,491,3,Group 24
5004,161,9,164,491,3,Group 24
5093,93,9,164,491,3,Group 23
5093,93,9,164,491,3,Group 23
5131,161,9,164,491,3,Group 70
5131,161,9,164,491,3,Group 70
5136,204,9,164,491,3,Group 70
5136,204,9,164,491,3,Group 70
5153,46,9,164,491,3,Group 29
5153,46,9,164,491,3,Group 29
5268,46,9,164,491,3,Group 70
5268,46,9,164,491,3,Group 70
5322,51,9,164,491,3,Group 30
5322,51,9,164,491,3,Group 30
5324,108,9,164,491,3,Group 70
5324,108,9,164,491,3,Group 70
5377,204,9,164,491,3,Group 25
5377,204,9,164,491,3,Group 25
5466,204,9,164,491,3,Group 25
5466,204,9,164,491,3,Group 25
5610,161,9,164,491,3,Group 24
5610,161,9,164,491,3,Group 24
79,108,24,164,491,3,Group 27
79,108,24,164,491,3,Group 27
318,93,24,164,491,3,Group 20
318,93,24,164,491,3,Group 20
519,204,24,164,491,3,Group 25
519,204,24,164,491,3,Group 25
556,204,24,164,491,3,Group 70
556,204,24,164,491,3,Group 70
691,204,24,164,491,3,Group 25
691,204,24,164,491,3,Group 25
780,93,24,164,491,3,Group 23
780,93,24,164,491,3,Group 23
845,108,24,164,491,3,Group 27
845,108,24,164,491,3,Group 27
994,204,24,164,491,3,Group 25
994,204,24,164,491,3,Group 25
998,204,24,164,491,3,Group 25
998,204,24,164,491,3,Group 25
1146,204,24,164,491,3,Group 25
1146,204,24,164,491,3,Group 25
1183,93,24,164,491,3,Group 23
1183,93,24,164,491,3,Group 23
1352,143,24,164,491,3,Group 28
1352,143,24,164,491,3,Group 28
1352,143,24,164,491,3,Group 28
1352,143,24,164,491,3,Group 28
1441,179,24,164,491,3,Group 25
1441,179,24,164,491,3,Group 25
1593,204,24,164,491,3,Group 25
1593,204,24,164,491,3,Group 25
1593,204,24,164,491,3,Group 25
1593,204,24,164,491,3,Group 25
1620,37,24,164,491,3,Group 29
1620,37,24,164,491,3,Group 29
1665,135,24,164,491,3,Group 24
1665,135,24,164,491,3,Group 24
1685,204,24,164,491,3,Group 25
1685,204,24,164,491,3,Group 25
1732,204,24,164,491,3,Group 25
1732,204,24,164,491,3,Group 25
1732,204,24,164,491,3,Group 25
1732,204,24,164,491,3,Group 25
1779,204,24,164,491,3,Group 25
1779,204,24,164,491,3,Group 25
1971,15,24,164,491,3,Group 30
1971,15,24,164,491,3,Group 30
2310,204,24,164,491,3,Group 70
2310,204,24,164,491,3,Group 70
2345,93,24,164,491,3,Group 23
2345,93,24,164,491,3,Group 23
2360,34,24,164,491,3,Group 24
2360,34,24,164,491,3,Group 24
2392,108,24,164,491,3,Group 20
2392,108,24,164,491,3,Group 20
2522,143,24,164,491,3,Group 28
2522,143,24,164,491,3,Group 28
2522,143,24,164,491,3,Group 28
2522,143,24,164,491,3,Group 28
2522,143,24,164,491,3,Group 28
2522,143,24,164,491,3,Group 28
2522,143,24,164,491,3,Group 28
2522,143,24,164,491,3,Group 28
2522,143,24,164,491,3,Group 28
2522,143,24,164,491,3,Group 28
2569,8,24,164,491,3,Group 27
2569,8,24,164,491,3,Group 27
2893,204,24,164,491,3,Group 70
2893,204,24,164,491,3,Group 70
2978,93,24,164,491,3,Group 23
2978,93,24,164,491,3,Group 23
3138,204,24,164,491,3,Group 25
3138,204,24,164,491,3,Group 25
3235,124,24,164,491,3,Group 23
3235,124,24,164,491,3,Group 23
3324,204,24,164,491,3,Group 25
3324,204,24,164,491,3,Group 25
3331,51,24,164,491,3,Group 23
3331,51,24,164,491,3,Group 23
3466,143,24,164,491,3,Group 28
3466,143,24,164,491,3,Group 28
3470,44,24,164,491,3,Group 70
3470,44,24,164,491,3,Group 70
3634,143,24,164,491,3,Group 28
3634,143,24,164,491,3,Group 28
3665,204,24,164,491,3,Group 25
3665,204,24,164,491,3,Group 25
3725,161,24,164,491,3,Group 24
3725,161,24,164,491,3,Group 24
3729,209,24,164,491,3,Group 25
3729,209,24,164,491,3,Group 25
3762,143,24,164,491,3,Group 28
3762,143,24,164,491,3,Group 28
3853,51,24,164,491,3,Group 30
3853,51,24,164,491,3,Group 30
3865,204,24,164,491,3,Group 25
3865,204,24,164,491,3,Group 25
3870,161,24,164,491,3,Group 20
3870,161,24,164,491,3,Group 20
3870,161,24,164,491,3,Group 24
3870,161,24,164,491,3,Group 24
3873,204,24,164,491,3,Group 25
3873,204,24,164,491,3,Group 25
3923,143,24,164,491,3,Group 28
3923,143,24,164,491,3,Group 28
3984,143,24,164,491,3,Group 28
3984,143,24,164,491,3,Group 28
3987,161,24,164,491,3,Group 23
3987,161,24,164,491,3,Group 23
3994,93,24,164,491,3,Group 20
3994,93,24,164,491,3,Group 20
4047,204,24,164,491,3,Group 25
4047,204,24,164,491,3,Group 25
4124,229,24,164,491,3,Group 24
4124,229,24,164,491,3,Group 24
4162,204,24,164,491,3,Group 25
4162,204,24,164,491,3,Group 25
4556,51,24,164,491,3,Group 23
4556,51,24,164,491,3,Group 23
4593,204,24,164,491,3,Group 25
4593,204,24,164,491,3,Group 25
4649,161,24,164,491,3,Group 9
4649,161,24,164,491,3,Group 9
5007,93,24,164,491,3,Group 23
5007,93,24,164,491,3,Group 23
5083,204,24,164,491,3,Group 25
5083,204,24,164,491,3,Group 25
5326,143,24,164,491,3,Group 28
5326,143,24,164,491,3,Group 28
5582,204,24,164,491,3,Group 25
5582,204,24,164,491,3,Group 25
5582,204,24,164,491,3,Group 25
5582,204,24,164,491,3,Group 25
294,204,26,164,491,3,Group 20
294,204,26,164,491,3,Group 20
343,93,26,164,491,3,Group 23
343,93,26,164,491,3,Group 23
501,47,26,164,491,3,Group 29
501,47,26,164,491,3,Group 29
785,108,26,164,491,3,Group 27
785,108,26,164,491,3,Group 27
894,111,26,164,491,3,Group 25
894,111,26,164,491,3,Group 25
956,143,26,164,491,3,Group 70
956,143,26,164,491,3,Group 70
1182,93,26,164,491,3,Group 70
1182,93,26,164,491,3,Group 70
1241,51,26,164,491,3,Group 70
1241,51,26,164,491,3,Group 70
1281,161,26,164,491,3,Group 24
1281,161,26,164,491,3,Group 24
1359,204,26,164,491,3,Group 25
1359,204,26,164,491,3,Group 25
1793,204,26,164,491,3,Group 70
1793,204,26,164,491,3,Group 70
1854,93,26,164,491,3,Group 70
1854,93,26,164,491,3,Group 70
2246,161,26,164,491,3,Group 70
2246,161,26,164,491,3,Group 70
2566,161,26,164,491,3,Group 70
2566,161,26,164,491,3,Group 70
2796,161,26,164,491,3,Group 70
2796,161,26,164,491,3,Group 70
3209,161,26,164,491,3,Group 24
3209,161,26,164,491,3,Group 70
3209,161,26,164,491,3,Group 70
3320,143,26,164,491,3,Group 70
3320,143,26,164,491,3,Group 70
3487,108,26,164,491,3,Group 70
